id,editor_id,date,date_gmt,content,title,excerpt,status,comment_status,ping_status,name,modified,modified_gmt,parent,guid,type,mime_type
518,54,12/13/2017,12/13/2017,"<span style=""font-weight: 400;"">—written by Penguingod  </span> &nbsp; <span style=""font-weight: 400;"">     Hey everyone, so I was thinking... I know, right? Me? Thinking? So I thought about all the different things people like to do in tradition of their time while gaming, how some people will look up things on their phones, paint their nails, or sacrifice a goat before a match, (my personal favorite). </span> <span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">     One in particular is listening to music, which aside from the goat sacrifices, is another favorite pastime or distraction of the daily game grind that I like to partake. I for one, am a person who can appreciate or listen to all types of music, (except country or pop because I hate that shit). I like to pick certain different genres of music depending on my mood and type of the game that I am playing. Certain games go hand in hand with music and they can complement each other in ways to make some of the most memorable fun people can have, which I for one can hear a song and remember a particular scene I was doing in a game (kudos to fond memories).</span> <span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">     Games and music I like to correlate like a fashionista and their wardrobe. When I play a racing game such as </span><i><span style=""font-weight: 400;"">Forza Motorsports, </span></i><span style=""font-weight: 400;"">I like music that is high energy. Such as my top picks for this would be “Punk Rock”. I even thank Forza 3 and all of the countless hours I put into it to find my favorite band </span><i><span style=""font-weight: 400;"">The Offspring</span></i><span style=""font-weight: 400;"">, even though the newer Forza games suck now, it was a great series to get lost in. Games with fast paced combat like </span><i><span style=""font-weight: 400;"">Gears of War</span></i><span style=""font-weight: 400;""> I like to listen to “Metal” or some “thuggin’ ass gangsta rap”. I even made an all metal playlist for Gears 3 that had bands like </span><i><span style=""font-weight: 400;"">All That Remains</span></i><span style=""font-weight: 400;"">, </span><i><span style=""font-weight: 400;"">Bullet For My Valentine</span></i><span style=""font-weight: 400;"">, and </span><i><span style=""font-weight: 400;"">Lamb Of God</span></i><span style=""font-weight: 400;"">. On the other hand lately when I feel like ripping my eyes out due to sheer anger, I listen to </span><i><span style=""font-weight: 400;"">YG</span></i><span style=""font-weight: 400;""> or older </span><i><span style=""font-weight: 400;"">Ice Cube</span></i><span style=""font-weight: 400;"">. Then comes the games that use creativity or imagination. </span><i><span style=""font-weight: 400;"">Minecraft</span></i><span style=""font-weight: 400;""> or even </span><i><span style=""font-weight: 400;"">Portal</span></i><span style=""font-weight: 400;""> would go well with some “Trance” or “House” genres. The smooth beats and chilled vibes opens up your mind and helps the creative juices flow like the blood of my enemies on a warm summer night. </span><i><span style=""font-weight: 400;"">Dj Mangoo</span></i><span style=""font-weight: 400;"">, who is my favorite trance artist, holds some of my favorite music to listen to while mining for countless hours, only to get side tracked by another project and never finishing what I had started. </span> <span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">     Now comes the obscure genres or very specific types that I like to put together. </span><i><span style=""font-weight: 400;"">Overwatch</span></i><span style=""font-weight: 400;""> for instance, I can’t get enough of </span><i><span style=""font-weight: 400;"">The Weeknd</span></i><span style=""font-weight: 400;""> (boy does he know how to get into my pants too). Nothing is better than dishing out some healing beats to “Starboy” or going “High Noon” to “The Reminder”, cause I gotta remind fools what time it is, (see what I did there? No? Damn). Now here is the really obscure one, </span><i><span style=""font-weight: 400;"">Battlefield 1</span></i><span style=""font-weight: 400;""> (specifically) and “Reggae” music. Now I don’t know why but one day I put on the reggae station on </span><i><span style=""font-weight: 400;"">Pandora</span></i><span style=""font-weight: 400;""> while I jumped on and let me tell you the stoner vibe of some Rastafarian dude talking about peace counteracts the non-peaceful game that is about nothing but war. Ironic, right? Try bombing people to “One Love” while in a biplane or riding horseback, slaying noobs to “Red Wine”, and hopefully you see what I mean, or you will think I’m an idiot for combining those two together cause I’m not even sure how I do it myself.</span><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">     Memories are a huge part of my gaming and music history. When I hear a song that I remember listening to while playing a game, I’ll have nostalgic flashbacks of that one moment and what I was doing in that game. A lot of the times when I listen to </span><i><span style=""font-weight: 400;"">Green Day’s</span></i><span style=""font-weight: 400;""> “Dookie” or “Insomniac” albums, it reminds me of playing Forza 3, as stated before, and racing on “Road America”. When I hear songs from the band </span><i><span style=""font-weight: 400;"">Poison</span></i><span style=""font-weight: 400;"">, I remember doing taxi missions in </span><i><span style=""font-weight: 400;"">GTA: Vice City,</span></i><span style=""font-weight: 400;""> or if I hear “Stranglehold” by </span><i><span style=""font-weight: 400;"">Ted Nugent</span></i><span style=""font-weight: 400;""> or “Breaking the Chains” by </span><i><span style=""font-weight: 400;"">Dokken</span></i><span style=""font-weight: 400;"">, it brings me back to </span><i><span style=""font-weight: 400;"">GTA: Vice City Stories</span></i><span style=""font-weight: 400;""> on the </span><i><span style=""font-weight: 400;"">PSP</span></i><span style=""font-weight: 400;"">. A lot of time was also spent, playing </span><i><span style=""font-weight: 400;"">Battlefield 3</span></i><span style=""font-weight: 400;"">, and listening to </span><i><span style=""font-weight: 400;"">Fall Out Boy’</span></i><span style=""font-weight: 400;"">s “From Under The Cork Tree”, playing “Scavenger”, and talking music with good friends, having good times. Making these memories have been a staple in my gaming history and made times I will never forget.</span><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">     I’ve always seen these two entertainment outlets as things that can go hand in hand like two lovers walking along a beach with a nuclear bomb detonating in the background. Whether you are remembering old memories or making new ones, if you are listening to your favorite artist or trying out a new genre entirely while blasting the opposition; music and videogames are two beautiful things that have been given to us to escape the society that we as a common folk have been thrusted into. </span> <span style=""font-weight: 400;"">     If you are like me and enjoy listening to music while gaming then I salute you, and if you read this and decide to give it a try then hats off to you! If you have any more that you would like to share or any memories you’d like to talk about, then send me a message on the Laggin’ Out web page and I’ll feature it in a follow-up article. Well everyone that’s it for this one, this is Penguin slidin’ off the ice.</span><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">     </span><span style=""font-weight: 400;""> </span>",Music and Gaming: Symphonies and Virtual Realities,,inherit,closed,closed,517-revision-v1,12/13/2017,12/13/2017,517,http://www.lagginout.com/517-revision-v1/,revision,
520,77,12/14/2017,12/14/2017,"[pt_section element_name=""Section"" width=""boxed"" bg_color="""" bg_image="""" padding=""10px,0px,10px,0px"" margin="",,,"" extra_class=""""][pt_row element_name=""Row""][pt_column width=""3/12""][pt_core_listings element_name=""Articles Trending"" type=""post"" style=""list"" nav=""0"" num=""4"" query="""" item_class=""col-md-4 col-sm-6 col-xs-12"" extra_class=""""][/pt_core_listings][/pt_column][pt_column width=""9/12"" padding=""0""][pt_core_carousel element_name=""Latest Updates"" perrow=""3"" arrows=""yes"" query=""""][/pt_core_carousel][pt_core_carousel element_name=""Most visited "" perrow=""3"" arrows=""yes"" query=""meta_key=hits&amp;orderby=meta_value_num&amp;order=desc""][/pt_core_carousel][/pt_column][/pt_row][/pt_section]",Home,,inherit,closed,closed,407-revision-v1,12/14/2017,12/14/2017,407,http://www.lagginout.com/407-revision-v1/,revision,
525,54,12/19/2017,12/19/2017,,Dark Knight Trilogy,,inherit,open,closed,batman-begins-the-dark-knight-the-dark-knight-rises-poster,12/19/2017,12/19/2017,511,http://www.lagginout.com/wp-content/uploads/2017/12/batman-begins-the-dark-knight-the-dark-knight-rises-poster.jpg,attachment,image/jpeg
526,54,12/19/2017,12/19/2017,,bonus,,inherit,open,closed,cartoon-bonus-pow,12/19/2017,12/19/2017,511,http://www.lagginout.com/wp-content/uploads/2017/12/cartoon-bonus-pow.jpg,attachment,image/jpeg
527,54,12/19/2017,12/19/2017,,money,,inherit,open,closed,hqdefault,12/19/2017,12/19/2017,511,http://www.lagginout.com/wp-content/uploads/2017/12/hqdefault.jpg,attachment,image/jpeg
528,54,12/19/2017,12/19/2017,,kevin-tsujihara,,inherit,open,closed,la-la-fi-kevin-tsujihara01-jpg-20130128,12/19/2017,12/19/2017,511,http://www.lagginout.com/wp-content/uploads/2017/12/la-la-fi-kevin-tsujihara01.jpg-20130128.jpg,attachment,image/jpeg
529,54,12/19/2017,12/19/2017,,Man-Of-Steel,,inherit,open,closed,man-of-steel-103-1200x663,12/19/2017,12/19/2017,511,http://www.lagginout.com/wp-content/uploads/2017/12/Man-Of-Steel-103-1200x663.png,attachment,image/png
530,54,12/19/2017,12/19/2017,,"""Suicide Squad"" - European Premiere - Red Carpet Arrivals","LONDON, ENGLAND - AUGUST 03: Deborah Snyder and Zack Snyder attend the European Premiere of ""Suicide Squad"" at the Odeon Leicester Square on August 3, 2016 in London, England. (Photo by Chris Jackson/Getty Images)",inherit,open,closed,suicide-squad-european-premiere-red-carpet-arrivals,12/19/2017,12/19/2017,511,http://www.lagginout.com/wp-content/uploads/2017/12/zack_snyder_deborah_snyder_.jpg,attachment,image/jpeg
531,54,12/19/2017,12/19/2017,"<span style=""font-weight: 400;"">Written By Movie Knights</span><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">Warner Bros</span></i><span style=""font-weight: 400;"">. has stooped to a whole new level, as a media outlet called ""The Wrap"", found out some information on Warner Bros. concerning the </span><i><span style=""font-weight: 400;"">Justice League</span></i><span style=""font-weight: 400;""> film. This just shows how much Warner Bros. doesn't give a damn about the franchise, but here is what was said:</span> &nbsp; <span style=""font-weight: 400;"">“Warner Bros. execs put out a bad movie on purpose for a quick payday,”</span> &nbsp; <span style=""font-weight: 400;"">Timeline to explain - </span> <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/batman-begins-the-dark-knight-the-dark-knight-rises-poster-1024x504.jpg"" alt="""" width=""1024"" height=""504"" class=""alignnone size-large wp-image-525"" /> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">After the</span><i><span style=""font-weight: 400;""> Batman</span></i><span style=""font-weight: 400;""> trilogy, Warner Bros. wanted </span><i><span style=""font-weight: 400;"">Chris Nolan</span></i><span style=""font-weight: 400;""> to do</span><i><span style=""font-weight: 400;""> Superman</span></i><span style=""font-weight: 400;"">, but Nolan said no and instead pushed for</span><i><span style=""font-weight: 400;""> Zack Snyder,</span></i><span style=""font-weight: 400;""> (a family friend). </span></li> </ul> <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/Man-Of-Steel-103-1200x663.png"" alt="""" width=""960"" height=""530"" class=""alignnone size-full wp-image-529"" /> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">During</span><i><span style=""font-weight: 400;""> Man of steel</span></i><span style=""font-weight: 400;""> and </span><i><span style=""font-weight: 400;"">Batman v Superman (BvS)</span></i><span style=""font-weight: 400;"">, Warner Bros. execs didn't even read Snyder’s notes on the films...instead just trusted him. </span></li> </ul> <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/la-la-fi-kevin-tsujihara01.jpg-20130128.jpg"" alt="""" width=""600"" height=""400"" class=""alignnone size-full wp-image-528"" /> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">The president and CEO of Warner Bros. Kevin Tsujihara hated BvS so much that they wanted to fire Snyder from Justice league, but it was set to begin filming the following week so they kept him on and sent in a babysitter to oversee everything.</span></li> </ul> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;""> Warner Bros. hated the direction Justice League was going and kept trying to get Snyder to change things, which he would have, but it was difficult and stressful for him to do so.</span></li> </ul> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">Snyder was about to quit or get fired when the tragedy of his daughter happened with his family. He chose to get lost in the work and go all in to separate himself from the tragedy, thus making it worse.</span></li> </ul> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">Huge pressure from Warner Bros. execs at this point, who were understanding of what Snyder was facing in real life, were very against the movie. They called it a Frankenstein movie and said it was incoherent, made no sense, and was way too dark. </span></li> </ul> [caption id=""attachment_530"" align=""alignnone"" width=""1024""]<img src=""http://www.lagginout.com/wp-content/uploads/2017/12/zack_snyder_deborah_snyder_-1024x577.jpg"" alt="""" width=""1024"" height=""577"" class=""size-large wp-image-530"" /> LONDON, ENGLAND - AUGUST 03: Deborah Snyder and Zack Snyder attend the European Premiere of ""Suicide Squad"" at the Odeon Leicester Square on August 3, 2016 in London, England. (Photo by Chris Jackson/Getty Images)</dd> <dd>[/caption] <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">Snyder left the film to be with his family. </span></li> </ul> &nbsp; <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/cartoon-bonus-pow-1024x563.jpg"" alt="""" width=""1024"" height=""563"" class=""alignnone size-large wp-image-526"" /> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">So instead of Warner Bros. delaying the movie until 2018, the president and CEO decided to bring in another director and throw another 100 million studio money for re-shoots and for a quick turn around (this includes things like the infamous CGI over Superman's lips being done poorly), because they didn't have time or resources to keep the release date of 2017. The release of 2017 would mean they get their bonus checks for the year.</span></li> </ul> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">They both were sure they wouldn't have a job in 2018 so they released the film, knowing the film was in a poor state for the sake of a bonus check. Warner Bros. execs made a conscious decision to release a poor product which they acknowledged would be worse than bonus money. <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/hqdefault.jpg"" alt="""" width=""480"" height=""360"" class=""alignnone size-full wp-image-527"" /></span></li> </ul> &nbsp; <span style=""font-weight: 400;"">What actually pisses me off more is the fact that they are shifting the blame to Snyder knowing it was their own fault. They knew about it, but more disgustingly, in screwing fans over and ruining one of the most important films in the DC universe over a bonus check. I am not impressed with Warner Bros.</span>",Warner Bros. Have Clearly Failed DC Fans,,inherit,closed,closed,511-revision-v1,12/19/2017,12/19/2017,511,http://www.lagginout.com/511-revision-v1/,revision,
532,54,12/19/2017,12/19/2017,"<span style=""font-weight: 400;"">Written By Movie Knights</span><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">Warner Bros</span></i><span style=""font-weight: 400;"">. has stooped to a whole new level, as a media outlet called ""The Wrap"", found out some information on Warner Bros. concerning the </span><i><span style=""font-weight: 400;"">Justice League</span></i><span style=""font-weight: 400;""> film. This just shows how much Warner Bros. doesn't give a damn about the franchise, but here is what was said:</span> &nbsp; <span style=""font-weight: 400;"">“Warner Bros. execs put out a bad movie on purpose for a quick payday,”</span> &nbsp; <span style=""font-weight: 400;"">Timeline to explain -</span> &nbsp; <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/batman-begins-the-dark-knight-the-dark-knight-rises-poster-1024x504.jpg"" alt="""" width=""1024"" height=""504"" class=""alignnone size-large wp-image-525"" /> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">After the</span><i><span style=""font-weight: 400;""> Batman</span></i><span style=""font-weight: 400;""> trilogy, Warner Bros. wanted </span><i><span style=""font-weight: 400;"">Chris Nolan</span></i><span style=""font-weight: 400;""> to do</span><i><span style=""font-weight: 400;""> Superman</span></i><span style=""font-weight: 400;"">, but Nolan said no and instead pushed for</span><i><span style=""font-weight: 400;""> Zack Snyder,</span></i><span style=""font-weight: 400;""><span style=""font-weight: 400;""> (a family friend).</span></span>&nbsp;</li> </ul> <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/Man-Of-Steel-103-1200x663.png"" alt="""" width=""960"" height=""530"" class=""alignnone size-full wp-image-529"" /> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">During</span><i><span style=""font-weight: 400;""> Man of steel</span></i><span style=""font-weight: 400;""> and </span><i><span style=""font-weight: 400;"">Batman v Superman (BvS)</span></i><span style=""font-weight: 400;"">, Warner Bros. execs didn't even read Snyder’s notes on the films...instead just trusted him. </span></li> </ul> <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/la-la-fi-kevin-tsujihara01.jpg-20130128.jpg"" alt="""" width=""600"" height=""400"" class=""alignnone size-full wp-image-528"" /> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">The president and CEO of Warner Bros. Kevin Tsujihara hated BvS so much that they wanted to fire Snyder from Justice league, but it was set to begin filming the following week so they kept him on and sent in a babysitter to oversee everything.</span></li> </ul> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;""> Warner Bros. hated the direction Justice League was going and kept trying to get Snyder to change things, which he would have, but it was difficult and stressful for him to do so.</span></li> </ul> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">Snyder was about to quit or get fired when the tragedy of his daughter happened with his family. He chose to get lost in the work and go all in to separate himself from the tragedy, thus making it worse.</span></li> </ul> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">Huge pressure from Warner Bros. execs at this point, who were understanding of what Snyder was facing in real life, were very against the movie. They called it a Frankenstein movie and said it was incoherent, made no sense, and was way too dark. </span></li> </ul> [caption id="""" align=""alignnone"" width=""1024""]<img src=""http://www.lagginout.com/wp-content/uploads/2017/12/zack_snyder_deborah_snyder_-1024x577.jpg"" alt="""" width=""1024"" height=""577"" class=""size-large wp-image-530"" /> LONDON, ENGLAND - AUGUST 03: Deborah Snyder and Zack Snyder attend the European Premiere of ""Suicide Squad"" at the Odeon Leicester Square on August 3, 2016 in London, England. (Photo by Chris Jackson/Getty Images)[/caption] &nbsp; </div> <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">Snyder left the film to be with his family. </span></li> </ul> &nbsp; <img src=""http://www.lagginout.com/wp-content/uploads/2017/12/cartoon-bonus-pow-1024x563.jpg"" alt="""" width=""1024"" height=""563"" class=""alignnone size-large wp-image-526"" /> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;"">So instead of Warner Bros. delaying the movie until 2018, the president and CEO decided to bring in another director and throw another 100 million studio money for re-shoots and for a quick turn around (this includes things like the infamous CGI over Superman's lips being done poorly), because they didn't have time or resources to keep the release date of 2017. The release of 2017 would mean they get their bonus checks for the year.</span></li> </ul> &nbsp; <ul> <li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""font-weight: 400;"">They both were sure they wouldn't have a job in 2018 so they released the film, knowing the film was in a poor state for the sake of a bonus check. Warner Bros. execs made a conscious decision to release a poor product which they acknowledged would be worse than bonus money. </span></span><img src=""http://www.lagginout.com/wp-content/uploads/2017/12/hqdefault.jpg"" alt="""" width=""480"" height=""360"" class=""alignnone size-full wp-image-527"" /></li> </ul> &nbsp; <span style=""font-weight: 400;"">What actually pisses me off more is the fact that they are shifting the blame to Snyder knowing it was their own fault. They knew about it, but more disgustingly, in screwing fans over and ruining one of the most important films in the DC universe over a bonus check. I am not impressed with Warner Bros.</span>",Warner Bros. Have Clearly Failed DC Fans,,inherit,closed,closed,511-revision-v1,12/19/2017,12/19/2017,511,http://www.lagginout.com/511-revision-v1/,revision,
534,54,12/23/2017,12/23/2017,"<img src=""http://www.lagginout.com/wp-content/uploads/2017/12/deals-with-gold.jpg"" alt="""" class=""alignnone size-full wp-image-542"" width=""800"" height=""450"" /> <span style=""font-weight: 400;"">LuminescentRuby</span> &nbsp; <span style=""font-weight: 400;"">It’s time once again for a look into what deals Microsoft has going on across the Xbox family.  There are a ton of games on both sides for fantastic deals, and they’re running short on time now, so you might want to jump on these soon!</span> &nbsp; <span style=""font-weight: 400;"">Until December 25th, here’s a look at the games players can get great deals on!</span> &nbsp; <b>XBOX ONE:</b> &nbsp; <i><span style=""font-weight: 400;"">Injustice 2</span></i><span style=""font-weight: 400;""> ( </span><i><span style=""font-weight: 400;"">Deluxe Edition</span></i><span style=""font-weight: 400;""> and </span><i><span style=""font-weight: 400;"">Ultimate Edition</span></i><span style=""font-weight: 400;"">)- The standard version, normally $49.99, will run you $25.00.  The “Deluxe” will run you $35.00 instead of $69.99, and the “Ultimate” will run you $45.00 instead of $89.99.  These three editions are all 50% off, so it’s a great deal to nab them before the holiday ends!</span> &nbsp; <i><span style=""font-weight: 400;"">Anima: Gate of Memories</span></i><span style=""font-weight: 400;"">-</span><span style=""font-weight: 400;""> Normally running for $19.99, Gold users can get this game for $5.00, 75% off.</span> &nbsp; <i><span style=""font-weight: 400;"">Bedlam- The Game By Christopher Brookmyre</span></i><span style=""font-weight: 400;"">- $9.99 normal price, but 50% off and running Gold members $5.00.</span> &nbsp; <i><span style=""font-weight: 400;"">BLEED</span></i><span style=""font-weight: 400;"">-  Normally $12.99, our deal marks it down 50% at $6.50.</span> &nbsp; <i><span style=""font-weight: 400;"">Dear Esther: Landmark Edition</span></i><span style=""font-weight: 400;"">- Set at $9.99 for standard buyers, it’s now 80% off at $2.00 for Gold, so grab it while you can!</span> &nbsp; <i><span style=""font-weight: 400;"">Demon’s Crystals</span></i><span style=""font-weight: 400;"">- Set at $4.99, Gold users can nab this game at $1.65, 67% off!</span> &nbsp; <i><span style=""font-weight: 400;"">Elite Dangerous</span></i><span style=""font-weight: 400;"">- Running at $29.99 usually, the standard edition is down 60% at $12.00 now!  The Commander Deluxe Edition, seen at $59.99, is marked down 50% at $30.00, and the </span><i><span style=""font-weight: 400;"">Horizons</span></i><span style=""font-weight: 400;""> season pass is $17.99, down from $29.99.  A deal of 40%!</span> <span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">Hue</span></i><span style=""font-weight: 400;"">- $14.99 for non Gold members, Gold users can snag this one at $3.00, 80% off!</span> &nbsp; <i><span style=""font-weight: 400;"">Layers of Fear</span></i><span style=""font-weight: 400;"">- Priced at $19.99, Gold brings it down 60% to $8.00!</span> <i><span style=""font-weight: 400;""> </span></i><i><span style=""font-weight: 400;"">Rock ‘N Racing Bundle</span></i><span style=""font-weight: 400;"">- Normally running at $11.99, you can snag this for $6.00, 50% off!</span> &nbsp; <i><span style=""font-weight: 400;"">Shadow Warrior</span></i><span style=""font-weight: 400;"">- $29.99 normally priced, this game has been marked down 70% for a deal of $9.00, so jump on it while the deal lasts!</span> <i><span style=""font-weight: 400;""> </span></i><i><span style=""font-weight: 400;"">Shred It!</span></i><span style=""font-weight: 400;"">- This rather charming game is $6.99 with Gold, down 30% from $9.99.</span> <i><span style=""font-weight: 400;""> </span></i><i><span style=""font-weight: 400;"">Slain: Back from Hell</span></i><span style=""font-weight: 400;"">- The game is just $4.95 with Gold, while it’s normally $14.99.</span> <i><span style=""font-weight: 400;""> </span></i><i><span style=""font-weight: 400;"">Sword Coast Legends</span></i><span style=""font-weight: 400;"">- Usually $9.99, Gold users can snag this deal for $4.00, 60% off!</span> <span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">The Coma: Recut</span></i><span style=""font-weight: 400;"">- This game will run gamers a cool $14.99, but with Gold, it’s 50% off at $7.50!</span> <span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">The Legend of Korra</span></i><span style=""font-weight: 400;"">-  Just $3.17 with Gold, jumping 75% from $14.99!</span> <span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">TRANSFORMERS: Devastation</span></i><span style=""font-weight: 400;"">- 75% off,  $10.00 with Gold down from $39.99.</span> <span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">TRANSFORMERS: Fall of Cybertron</span></i><span style=""font-weight: 400;"">- Instead of running gamers $49.99, Gold lowers the price 80% for a total of $10.00.</span> &nbsp; <i><span style=""font-weight: 400;"">Transformers: Rise of the Dark Spark</span></i><span style=""font-weight: 400;"">- Originally $59.99, Gold users get this for $12.00, another 80% off deal!</span> <span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">Valley</span></i><span style=""font-weight: 400;"">- Normally $19.99, Gold sets the price at $5.00, which is 75% off.</span> <span style=""font-weight: 400;""> </span><i><span style=""font-weight: 400;"">Van Helsing: Double Pack</span></i><span style=""font-weight: 400;"">- $34.99 on a regular day, Gold users get 50% off for a grand total of $17.50.</span> &nbsp; <i><span style=""font-weight: 400;"">Zenith</span></i><span style=""font-weight: 400;"">- Set at $19.99, Deals with Gold knocks 75% off and sets a price of $5.00</span> &nbsp; <i><span style=""font-weight: 400;"">Zombie Vikings</span></i><span style=""font-weight: 400;"">- While most people would be paying $11.99 for the game, Deals with Gold sets the price 30% off at $8.39</span> &nbsp; <b>XBOX 360:</b> &nbsp; <i><span style=""font-weight: 400;"">Street Fighter IV</span></i><span style=""font-weight: 400;"">- Usually $19.99, Gold users get 30% off, for a price of $13.99</span> &nbsp; <i><span style=""font-weight: 400;"">Super Street Fighter IV Arcade Edition</span></i><span style=""font-weight: 400;"">- Set at $29.99 for standard buyers, this holiday deal shaves 60% off for a price of $11.99.</span> &nbsp; <i><span style=""font-weight: 400;"">Transformers: War for Cybertron</span></i><span style=""font-weight: 400;"">- Non-Gold users can get this at $19.99, but Gold members get a good 75% off for $4.99!</span> &nbsp; <i><span style=""font-weight: 400;"">TRANSFORMERS: Dark of the Moon</span></i><span style=""font-weight: 400;"">- $39.99 for usual shoppers, Gold users get this game for $9.99, 75% off!</span> &nbsp; <i><span style=""font-weight: 400;"">TRANSFORMERS: Fall of Cybertron</span></i><span style=""font-weight: 400;"">- Though the usual price is set at $29.99, Gold sets up a deal of another 75% off for $7.49!</span> &nbsp; <i><span style=""font-weight: 400;"">TRANSFORMERS: Rise of the Dark Spark</span></i><span style=""font-weight: 400;"">- Breaking the 75% off streak of other </span><i><span style=""font-weight: 400;"">Transformers</span></i><span style=""font-weight: 400;""> titles, our deal here goes to 80% off so that $49.99 becomes $9.99!</span> &nbsp; <i><span style=""font-weight: 400;"">Ultra Street Fighter IV-  </span></i><span style=""font-weight: 400;"">The last game on the list for the holiday deals, our last </span><i><span style=""font-weight: 400;"">Street Fighter</span></i><span style=""font-weight: 400;""> title smashes 50% off of $14.99 giving Gold users the chance to snag the ultimate version of the fourth title in the series for just $7.49!</span> &nbsp; <span style=""font-weight: 400;"">These are the titles making up our holiday Deals with Gold this month!  There are so many steals here, it’s insane!  If you’re looking to jump on these and are a member of Xbox Live Gold, make tracks to the Xbox Store on either Xbox One or Xbox 360 before December 25th!  This is LuminescentRuby, shining a glow on holiday deals, and signing out! </span>",Deals with Gold Dec. 19th - 25th 2017,,publish,open,open,deals-with-gold-dec-19th-25th-2017,1/9/2018,1/9/2018,0,http://www.lagginout.com/?p=534,post,
